,Name,Price,Mileage,Condition,Year,locations
4522,Toyota Camry,"₦ 8,515,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4523,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4524,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4525,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4526,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4527,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4528,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4529,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4530,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4531,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4532,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4533,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4534,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4535,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4536,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4537,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4538,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4539,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4540,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4541,Lexus RX 350,"₦ 8,265,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4542,Lexus RX 350,"₦ 10,725,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4543,Mercedes-Benz ML 350,"₦ 11,315,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4544,Toyota RAV 4,"₦ 8,015,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4545,Toyota Corolla,"₦ 7,015,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4546,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4547,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4548,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4549,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
4550,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4551,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
4552,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
4553,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
4554,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
4555,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
4556,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4557,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
4558,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
4559,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
4560,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
4561,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
4562,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
4563,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
4564,Toyota Lexus RX 450h,"₦ 8,515,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
4565,Toyota Venza,"₦ 7,615,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
4566,Toyota Camry,"₦ 3,515,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
4567,Acura MDX,"₦ 4,215,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
4568,Toyota Camry,"₦ 4,865,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
4569,Toyota Highlander,"₦ 8,815,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
4570,Toyota Camry,"₦ 4,865,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4571,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4572,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4573,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4574,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4575,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4576,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4577,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4578,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4579,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4580,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4581,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4582,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4583,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4584,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4585,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4586,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4587,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4588,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4589,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4590,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4591,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4592,Toyota RAV 4,"₦ 8,015,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4593,Toyota Corolla,"₦ 7,015,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4594,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4595,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4596,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4597,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
4598,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4599,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
4600,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
4601,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
4602,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
4603,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
4604,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4605,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
4606,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
4607,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
4608,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
4609,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
4610,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
4611,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
4612,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
4613,Toyota Venza,"₦ 7,615,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
4614,Toyota Camry,"₦ 3,515,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
4615,Acura MDX,"₦ 4,215,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
4616,Toyota Camry,"₦ 4,865,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
4617,Toyota Highlander,"₦ 8,815,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
4618,Toyota Camry,"₦ 4,865,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4619,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4620,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4621,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4622,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4623,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4624,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4625,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4626,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4627,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4628,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4629,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4630,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4631,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4632,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4633,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4634,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4635,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4636,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4637,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4638,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4639,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4640,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4641,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4642,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4643,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4644,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4645,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
4646,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4647,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
4648,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
4649,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
4650,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
4651,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
4652,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4653,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
4654,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
4655,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
4656,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
4657,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
4658,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
4659,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
4660,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
4661,Toyota Venza,"₦ 7,615,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
4662,Toyota Camry,"₦ 3,515,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
4663,Acura MDX,"₦ 4,215,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
4664,Toyota Camry,"₦ 4,865,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
4665,Toyota Highlander,"₦ 8,815,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
4666,Toyota Camry,"₦ 4,865,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4667,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4668,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4669,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4670,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4671,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4672,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4673,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4674,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4675,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4676,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4677,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4678,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4679,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4680,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4681,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4682,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4683,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4684,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4685,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4686,Lexus RX 350,"₦ 10,725,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4687,Mercedes-Benz ML 350,"₦ 11,315,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4688,Toyota RAV 4,"₦ 8,015,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4689,Toyota Corolla,"₦ 7,015,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4690,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4691,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4692,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4693,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
4694,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4695,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
4696,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
4697,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
4698,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
4699,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
4700,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4701,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
4702,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
4703,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
4704,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
4705,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
4706,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
4707,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
4708,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
4709,Toyota Venza,"₦ 7,615,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
4710,Toyota Camry,"₦ 3,515,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
4711,Acura MDX,"₦ 4,215,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
4712,Toyota Camry,"₦ 4,865,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
4713,Toyota Highlander,"₦ 8,815,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
4714,Toyota Camry,"₦ 4,865,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4715,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4716,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4717,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4718,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4719,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4720,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4721,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4722,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4723,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4724,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4725,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4726,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4727,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4728,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4729,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4730,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4731,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4732,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4733,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4734,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4735,Mercedes-Benz ML 350,"₦ 11,315,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4736,Toyota RAV 4,"₦ 8,015,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4737,Toyota Corolla,"₦ 7,015,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4738,Hyundai Santa Fe,"₦ 8,515,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4739,Lexus ES 350,"₦ 9,015,000","98,219 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4740,Toyota Highlander,"₦ 13,515,000","48,415 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4741,Mercedes-Benz C 300,"₦ 13,015,000","91,406 km",Foreign Used,2014,"Ikate, Lekki, Lagos"
4742,Mercedes-Benz C 300,"₦ 13,015,000","48,013 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4743,Toyota Camry,"₦ 5,015,000","72,283 km",Foreign Used,2012,"Kubwa Express, Abuja"
4744,Lexus LX 570,"₦ 30,015,000","35,751 km",Foreign Used,2011,"Jahi, Abuja"
4745,Toyota Landcruiser Prado,"₦ 14,515,000","52,310 km",Foreign Used,2011,"Jahi, Abuja"
4746,Pontiac Vibe,"₦ 2,515,000","193,892 km",Foreign Used,2006,"Gwarinpa, Abuja"
4747,Toyota Camry,"₦ 2,797,500","282,613 km",Foreign Used,2006,"Lagos, Lagos"
4748,Toyota Corolla,"₦ 6,515,000","71,584 km",Foreign Used,2015,"Ikate, Lekki, Lagos"
4749,Toyota Camry,"₦ 5,680,000","112,019 km",Foreign Used,2012,"Lagos, Lagos"
4750,Toyota Camry,"₦ 8,770,000","98,697 km",Foreign Used,2015,"Lagos, Lagos"
4751,Toyota Highlander,"₦ 9,285,000","106,800 km",Foreign Used,2013,"Lagos, Lagos"
4752,Lexus LX 570,"₦ 6,215,000","21,204 km",Foreign Used,2018,"Ikate, Lekki, Lagos"
4753,Toyota Camry,"₦ 9,315,000","140,309 km",Foreign Used,2013,"Ikorodu, Lagos"
4754,Toyota Venza,"₦ 4,765,000","172,709 km",Foreign Used,2013,"Ipaja, Lagos"
4755,Mercedes-Benz C 350,"₦ 8,265,000","114,936 km",Foreign Used,2010,"New road, Lekki, Lagos"
4756,Toyota Lexus RX 450h,"₦ 8,265,000","77,012 mi",Foreign Used,2012,"New road, Lekki, Lagos"
4757,Toyota Venza,"₦ 8,265,000","96,091 km",Foreign Used,2013,"Festac, Lagos"
4758,Toyota Camry,"₦ 3,515,000","75,422 km",Foreign Used,2009,"Gwarinpa, Abuja"
4759,Acura MDX,"₦ 4,215,000","221,505 km",Foreign Used,2009,"Surulere, Lagos"
4760,Toyota Camry,"₦ 4,865,000","176,996 km",Foreign Used,2012,"Surulere, Lagos"
4761,Toyota Highlander,"₦ 8,815,000","74,479 km",Foreign Used,2013,"Surulere, Lagos"
4762,Toyota Camry,"₦ 4,865,000","72,308 mi",Foreign Used,2010,"Gwarinpa, Abuja"
4763,Toyota Corolla,"₦ 2,815,000","134,462 km",Foreign Used,2008,"Gwarinpa, Abuja"
4764,Toyota Highlander,"₦ 15,015,000","20,820 km",Foreign Used,2016,"Anthony, Lagos"
4765,Toyota Prado,"₦ 25,015,000","69,601 km",Locally Used,2012,"Anthony, Lagos"
4766,Kia Forte,"₦ 3,515,000","82,310 km",Foreign Used,2010,"Gwarinpa, Abuja"
4767,Lexus GX 470,"₦ 5,815,000","155,601 mi",Foreign Used,2005,"Festac, Lagos"
4768,Lexus LX 570,"₦ 42,515,000","31,504 km",Locally Used,2017,"Lagos, Lagos"
4769,Lexus ES 350,"₦ 4,415,000","370,921 km",Foreign Used,2007,"Festac, Lagos"
4770,Lexus ES 350,"₦ 4,645,000","194,550 km",Foreign Used,2008,"Festac, Lagos"
4771,Toyota Sienna,"₦ 5,515,000","68,326 km",Foreign Used,2011,"Festac, Lagos"
4772,Audi Q7,"₦ 5,685,000","201,050 km",Foreign Used,2008,"Festac, Lagos"
4773,Lexus RX 350,"₦ 5,115,000","118,888 km",Foreign Used,2007,"Festac, Lagos"
4774,Lexus RX 350,"₦ 7,765,000","137,471 km",Foreign Used,2010,"Festac, Lagos"
4775,Mercedes-Benz C 300,"₦ 5,315,000","857,506 km",Foreign Used,2010,"Festac, Lagos"
4776,Lexus ES 350,"₦ 50,015,000","72,443 km",Foreign Used,2011,"Festac, Lagos"
4777,Toyota Highlander,"₦ 5,015,000","68,453 km",Foreign Used,2013,"Festac, Lagos"
4778,Lexus RX 330,"₦ 7,115,000","57,451 km",Foreign Used,2004,"Festac, Lagos"
4779,Mercedes-Benz GLK 350,"₦ 4,815,000","165,901 km",Foreign Used,2012,"Festac, Lagos"
4780,Toyota Sienna,"₦ 8,515,000","68,208 km",Foreign Used,2012,"Festac, Lagos"
4781,Lexus RX 350,"₦ 7,615,000","203,162 km",Foreign Used,2010,"Festac, Lagos"
4782,Lexus RX 350,"₦ 3,515,000","68,204 mi",Foreign Used,2013,"Festac, Lagos"
4783,Mercedes-Benz ML 350,"₦ 4,215,000","243,717 km",Foreign Used,2012,"Berger Mkt, Lagos"
4784,Toyota RAV 4,"₦ 4,865,000","83,554 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
4785,Toyota Corolla,"₦ 8,815,000","63,380 km",Foreign Used,2016,"Ikate, Lekki, Lagos"
4786,Hyundai Santa Fe,"₦ 4,865,000","146,372 km",Foreign Used,2013,"Ikate, Lekki, Lagos"
